time	edge9_5	edge9_4	edge9_3	edge9_2	edge9_1	edge8_3	edge8_2	edge8_1	edge7_7	edge7_6	edge7_5	edge7_4	edge7_3	edge7_2	edge7_1	edge76_2	edge76_1	edge75_5	edge75_4	edge75_3	edge75_2	edge75_1	edge74_4	edge74_3	edge74_2	edge74_1	edge73_2	edge73_1	edge72_5	edge72_4	edge72_3	edge72_2	edge72_1	edge71_2	edge71_1	edge70_5	edge70_4	edge70_3	edge70_2	edge70_1	edge6_3	edge6_2	edge6_1	edge69_2	edge69_1	edge68_4	edge68_3	edge68_2	edge68_1	edge67_2	edge67_1	edge66_5	edge66_4	edge66_3	edge66_2	edge66_1	edge65_2	edge65_1	edge64_4	edge64_3	edge64_2	edge64_1	edge63_4	edge63_3	edge63_2	edge63_1	edge62_4	edge62_3	edge62_2	edge62_1	edge61_4	edge61_3	edge61_2	edge61_1	edge60_8	edge60_7	edge60_6	edge60_5	edge60_4	edge60_3	edge60_2	edge60_1	edge5_9	edge5_8	edge5_7	edge5_6	edge5_5	edge5_4	edge5_3	edge5_2	edge5_1	edge59_4	edge59_3	edge59_2	edge59_1	edge58_3	edge58_2	edge58_1	edge57_4	edge57_3	edge57_2	edge57_1	edge56_8	edge56_7	edge56_6	edge56_5	edge56_4	edge56_3	edge56_2	edge56_1	edge55_3	edge55_2	edge55_1	edge54_4	edge54_3	edge54_2	edge54_1	edge53_3	edge53_2	edge53_1	edge52_2	edge52_1	edge51_4	edge51_3	edge51_2	edge51_1	edge50_3	edge50_2	edge50_1	edge4_7	edge4_6	edge4_5	edge4_4	edge4_3	edge4_2	edge4_1	edge49_2	edge49_1	edge48_4	edge48_3	edge48_2	edge48_1	edge47_4	edge47_3	edge47_2	edge47_1	edge46_2	edge46_1	edge45_4	edge45_3	edge45_2	edge45_1	edge44_5	edge44_4	edge44_3	edge44_2	edge44_1	edge43_4	edge43_3	edge43_2	edge43_1	edge42_2	edge42_1	edge41_5	edge41_4	edge41_3	edge41_2	edge41_1	edge40_4	edge40_3	edge40_2	edge40_1	edge3_9	edge3_8	edge3_7	edge3_6	edge3_5	edge3_4	edge3_3	edge3_2	edge3_10	edge3_1	edge39_4	edge39_3	edge39_2	edge39_1	edge38_7	edge38_6	edge38_5	edge38_4	edge38_3	edge38_2	edge38_1	edge37_7	edge37_6	edge37_5	edge37_4	edge37_3	edge37_2	edge37_1	edge36_4	edge36_3	edge36_2	edge36_1	edge35_7	edge35_6	edge35_5	edge35_4	edge35_3	edge35_2	edge35_1	edge34_4	edge34_3	edge34_2	edge34_1	edge33_4	edge33_3	edge33_2	edge33_1	edge32_5	edge32_4	edge32_3	edge32_2	edge32_1	edge31_5	edge31_4	edge31_3	edge31_2	edge31_1	edge30_4	edge30_3	edge30_2	edge30_1	edge2_9	edge2_8	edge2_7	edge2_6	edge2_5	edge2_4	edge2_3	edge2_2	edge2_1	edge29_4	edge29_3	edge29_2	edge29_1	edge28_4	edge28_3	edge28_2	edge28_1	edge27_5	edge27_4	edge27_3	edge27_2	edge27_1	edge26_2	edge26_1	edge25_2	edge25_1	edge24_5	edge24_4	edge24_3	edge24_2	edge24_1	edge23_3	edge23_2	edge23_1	edge22_4	edge22_3	edge22_2	edge22_1	edge21_5	edge21_4	edge21_3	edge21_2	edge21_1	edge20_3	edge20_2	edge20_1	edge1_9	edge1_8	edge1_7	edge1_6	edge1_5	edge1_4	edge1_3	edge1_2	edge1_10	edge1_1	edge19_4	edge19_3	edge19_2	edge19_1	edge18_4	edge18_3	edge18_2	edge18_1	edge17_3	edge17_2	edge17_1	edge16_4	edge16_3	edge16_2	edge16_1	edge15_5	edge15_4	edge15_3	edge15_2	edge15_1	edge14_7	edge14_6	edge14_5	edge14_4	edge14_3	edge14_2	edge14_1	edge13_3	edge13_2	edge13_1	edge12_5	edge12_4	edge12_3	edge12_2	edge12_1	edge11_5	edge11_4	edge11_3	edge11_2	edge11_1	edge10_5	edge10_4	edge10_3	edge10_2	edge10_1
0.0																																																																																																																																																																																																																																																																																																																																														
